,Name,Team,ERA,FIP,WAR,Fantasy PTS
1673,Nestor Cortes,Yankees,4.63,4.92,0.0,20.0
1674,Hayden Deal,Braves,4.71,4.92,0.0,19.0
1675,Jeremy Kehrt,,4.92,4.92,0.0,20.0
1676,Anthony McIver,Mariners,4.68,4.92,0.0,20.0
1677,Jason Zgardowski,,4.85,4.92,0.0,20.0
1678,Junichi Tazawa,,4.89,4.92,0.0,35.0
1679,Paco Rodriguez,,4.71,4.92,0.0,19.0
1680,Lane Ratliff,Diamondbacks,4.89,4.92,0.0,20.0
1681,Buddy Baumann,,4.72,4.92,0.0,20.0
1682,Jefry Rodriguez,Nationals,4.81,4.92,0.3,119.0
1683,Preston Claiborne,,4.82,4.92,0.0,20.0
1684,Joey Wagman,Athletics,4.79,4.92,0.0,20.0
1685,Greg Nappo,,4.71,4.92,0.0,20.0
1686,Brendan McKay,Rays,4.75,4.92,0.0,20.0
1687,Tyler Viza,Phillies,4.88,4.92,0.0,20.0
1688,Emilio Vargas,Diamondbacks,4.95,4.92,0.0,27.0
1689,Tyler Sturdevant,,4.88,4.93,0.0,20.0
1690,Jake Paulson,Indians,4.92,4.93,0.0,20.0
1691,Jose Valdez,,4.81,4.93,0.0,19.0
1692,Nick Baker,,4.93,4.93,0.0,20.0
1693,Peter Lannoo,Giants,4.7,4.93,0.0,20.0
1694,Aaron Slegers,Twins,4.89,4.93,0.1,47.0
1695,Mickey Jannis,Mets,4.9,4.93,0.0,20.0
1696,Bryan Rodriguez,,4.94,4.93,0.0,20.0
1697,JD Hammer,Phillies,4.82,4.93,0.0,19.0
1698,Claudio Custodio,,4.86,4.93,0.0,20.0
1699,Jonathan Aro,,4.86,4.93,0.0,20.0
1700,Michael Blazek,,4.87,4.93,0.0,20.0
1701,Burke Badenhop,,4.9,4.93,0.0,20.0
1702,Andrew Edwards,Royals,4.88,4.93,0.0,20.0
1703,Parker Bugg,Marlins,4.76,4.93,0.0,20.0
1704,Andrew Faulkner,,4.67,4.93,0.0,19.0
1705,Jake Zokan,,4.73,4.94,0.0,19.0
1706,Greg Reynolds,Padres,5.06,4.94,0.0,20.0
1707,Arnaldo Hernandez,Royals,4.8,4.94,-0.1,35.0
1708,Jake Odorizzi,Twins,4.95,4.94,1.2,296.0
1709,Jacob Condra-Bogan,Nationals,4.85,4.94,0.0,19.0
1710,Samir Vivas,Rangers,4.86,4.94,0.0,19.0
1711,Jason Marquis,,5.03,4.94,0.0,20.0
1712,Eric Stout,,4.76,4.94,0.0,20.0
1713,Sam Lewis,,4.91,4.94,0.0,20.0
1714,Duane Underwood Jr.,Cubs,4.88,4.94,0.0,31.0
1715,Matt Buschmann,Blue Jays,4.98,4.94,0.0,20.0
1716,Waldis Joaquin,Tigers,4.99,4.94,0.0,20.0
1717,Carlos Diaz,,4.69,4.94,0.0,19.0
1718,Scott Blewett,Royals,4.82,4.94,-0.1,33.0
1719,Tyler Jay,Twins,4.83,4.94,0.0,20.0
1720,Kyle Hunter,,4.78,4.94,0.0,20.0
1721,Will Hibbs,Phillies,4.84,4.94,0.0,19.0
1722,Brooks Hall,,4.96,4.94,0.0,20.0
1723,Ricardo Pinto,,4.83,4.95,0.0,20.0
1724,David Aardsma,,4.92,4.95,0.0,20.0
1725,Myles Smith,,4.86,4.95,0.0,19.0
1726,Nate Smith,Angels,4.64,4.95,0.0,20.0
1727,Robert Stephenson,Reds,4.79,4.95,0.4,172.0
1728,Johnny Magliozzi,,4.91,4.95,0.0,20.0
1729,Mark Peterson,,4.85,4.95,0.0,20.0
1730,Maikel Cleto,White Sox,4.79,4.95,0.0,19.0
1731,Omar Bencomo,,4.89,4.95,0.0,20.0
1732,Chase Anderson,Brewers,4.96,4.95,0.8,254.0
1733,Chris Ellis,Cardinals,4.83,4.95,0.0,20.0
1734,Aaron Brooks,Athletics,5.02,4.95,0.0,25.0
1735,Mat Latos,,5.02,4.95,0.0,20.0
1736,Brandon Leibrandt,Phillies,4.82,4.95,0.0,20.0
1737,Brett Martin,Rangers,4.88,4.95,0.3,50.0
1738,Will LaMarche,,4.86,4.95,0.0,20.0
1739,Keith Couch,,4.97,4.95,0.0,20.0
1740,Brady Rodgers,Astros,4.97,4.95,0.1,47.0
1741,Michael Rivera,,4.89,4.95,0.0,19.0
1742,Matt Cooper,White Sox,4.93,4.95,0.0,20.0
1743,Cory Rasmus,Rays,4.79,4.95,0.0,20.0
1744,Bartolo Colon,,5.02,4.95,0.4,134.0
1745,Jake Drehoff,,4.82,4.95,0.0,20.0
1746,Matt Koch,Diamondbacks,5.16,4.96,0.2,75.0
1747,James Marvel,Pirates,5.11,4.96,0.0,20.0
1748,Edinson Volquez,Rangers,5.11,4.96,0.6,113.0
1749,Alex Torres,,4.7,4.96,0.0,19.0
1750,Heath Holder,Rockies,5.05,4.96,0.0,20.0
1751,Joseph Shaw,Mets,4.92,4.96,0.0,20.0
1752,Juan Gutierrez,,4.92,4.96,0.0,20.0
1753,Nick Lee,Nationals,4.75,4.96,0.0,19.0
1754,Genison Reyes,,4.89,4.96,0.0,20.0
1755,Chris Cotton,,4.79,4.96,0.0,20.0
1756,Ariel Hernandez,,4.72,4.96,0.0,19.0
1757,Ronnie Williams,Cardinals,4.86,4.96,0.0,19.0
1758,Pedro Echemendia,Cardinals,4.91,4.96,0.0,20.0
1759,Jake Reed,Twins,4.9,4.96,0.0,20.0
1760,Joe Filomeno,,4.72,4.96,0.0,19.0
1761,Jorge Guzman,Marlins,4.69,4.96,-0.1,34.0
1762,James Pugliese,,4.82,4.96,0.0,20.0
1763,Sam Tewes,Cardinals,4.98,4.96,0.0,20.0
1764,Nick Martinez,,4.98,4.96,0.0,20.0
1765,Antonio Romero,,4.9,4.96,0.0,20.0
1766,Brady Puckett,Marlins,4.87,4.96,0.0,20.0
1767,Cale Coshow,Yankees,4.79,4.97,0.0,19.0
1768,Jordan Zimmermann,Tigers,5.07,4.97,1.0,250.0
1769,Brock Burke,Rays,4.72,4.97,0.0,31.0
1770,Cody Carroll,Orioles,4.88,4.97,0.0,71.0
1771,Jose Monegro,,4.92,4.97,0.0,20.0
1772,Ronnie Muck,,4.84,4.97,0.0,19.0
1773,Pedro Villarreal,Reds,4.93,4.97,0.0,20.0
1774,Luis Rico,,4.73,4.97,0.0,19.0
1775,Drew Anderson,Phillies,4.97,4.97,0.0,47.0
1776,Franklin Morales,Blue Jays,4.89,4.97,0.0,20.0
1777,Nabil Crismatt,,4.92,4.97,0.0,20.0
1778,Algenis Martinez,Red Sox,4.89,4.97,0.0,20.0
1779,Jared Mortensen,,4.86,4.97,0.0,19.0
1780,Huascar Brazoban,,4.89,4.97,0.0,20.0
1781,Riley Smith,Diamondbacks,5.09,4.98,0.0,20.0
1782,Ashur Tolliver,,4.75,4.98,0.0,19.0
1783,Yovani Gallardo,,4.97,4.98,0.2,131.0
1784,Alexi Ogando,,4.87,4.98,0.0,20.0
1785,Kirby Snead,Blue Jays,4.79,4.98,0.0,19.0
1786,John Simms,,4.94,4.98,0.0,20.0
1787,Wirfin Obispo,,4.85,4.98,0.0,20.0
1788,Chris Rowley,,4.88,4.98,0.0,20.0
1789,Billy Buckner,,5.04,4.98,0.0,20.0
1790,Jordan Jess,Pirates,4.89,4.98,0.0,19.0
1791,Troy Scribner,Diamondbacks,5.02,4.98,0.0,20.0
1792,Sean Poppen,Twins,5.04,4.98,0.0,20.0
1793,Andres Santiago,Braves,4.98,4.98,0.0,20.0
1794,Steven Fuentes,Nationals,4.84,4.98,0.0,19.0
1795,Chad Jenkins,,4.91,4.98,0.0,20.0
1796,Severino Gonzalez,,4.92,4.98,0.0,20.0
1797,Anthony Misiewicz,Mariners,4.86,4.98,0.0,20.0
1798,Junior Rincon,Braves,4.95,4.98,0.0,20.0
1799,Logan Sendelbach,Pirates,5.02,4.98,0.0,20.0
1800,Logan Shore,Tigers,5.09,4.98,0.0,20.0
1801,Gabriel Arias,Nationals,5.02,4.98,0.0,20.0
1802,Stephen Nogosek,Mets,4.81,4.98,0.0,19.0
1803,Jeff Singer,Phillies,4.76,4.98,0.0,19.0
1804,Tucker Healy,,4.88,4.98,0.0,20.0
1805,Gilberto Mendez,,4.92,4.99,0.0,20.0
1806,Cody Ponce,Brewers,4.93,4.99,0.0,20.0
1807,Jency Solis,,4.93,4.99,0.0,20.0
1808,Kieran Lovegrove,,4.84,4.99,0.0,19.0
1809,Mark Zimmerman,Padres,4.84,4.99,0.0,19.0
1810,Jake Esch,,4.91,4.99,0.0,20.0
1811,Reinier Roibal,,4.98,4.99,0.0,20.0
1812,Jack Charleston,White Sox,4.86,4.99,0.0,20.0
1813,Grant Borne,Nationals,4.81,4.99,0.0,20.0
1814,Jared Carkuff,,4.9,4.99,0.0,20.0
1815,Seth Varner,Reds,4.86,4.99,0.0,20.0
1816,Jeff Ames,,4.79,4.99,0.0,19.0
1817,Daniel Burawa,,4.9,4.99,0.0,19.0
1818,Kevin Jepsen,,4.93,4.99,0.0,20.0
1819,Ryan Ledbetter,Rangers,4.91,4.99,0.0,19.0
1820,Austin Bibens-Dirkx,,5.0,4.99,0.0,20.0
1821,Chris Kirsch,,4.89,4.99,0.0,20.0
1822,Cody Poteet,Marlins,4.87,4.99,0.0,20.0
1823,Anyelo Gomez,Yankees,4.82,4.99,0.0,20.0
1824,Eddie Gamboa,,4.8,4.99,0.0,20.0
1825,Austin Mason,,4.86,4.99,0.0,20.0
1826,Jorge Marban,,4.94,4.99,0.0,20.0
1827,Dillon Overton,Padres,4.87,4.99,0.0,20.0
1828,Luis Gonzalez,Orioles,4.78,5.0,0.0,20.0
1829,Bobby Parnell,,4.94,5.0,0.0,20.0
1830,Derek Eitel,,4.91,5.0,0.0,19.0
1831,Tyler Alexander,Tigers,5.0,5.0,0.0,20.0
1832,Bo Takahashi,Diamondbacks,5.08,5.0,0.0,26.0
1833,Dylan Rheault,,4.93,5.0,0.0,20.0
1834,David Schmidt,Astros,4.91,5.0,0.0,19.0
1835,Connor Strain,Dodgers,4.72,5.0,0.0,19.0
1836,Justin Nicolino,,4.94,5.0,0.0,20.0
1837,Chase Johnson-Mullins,Braves,4.65,5.0,0.0,19.0
1838,Kyle Dowdy,Indians,4.93,5.0,0.0,20.0
1839,Keegan Thompson,Cubs,4.98,5.0,0.0,20.0
1840,Mike Franco,Rays,4.78,5.0,0.0,20.0
1841,Enyel De Los Santos,Phillies,4.9,5.0,0.2,132.0
1842,Ivan Pineyro,,4.95,5.0,0.0,20.0
1843,Jordan Watson,Diamondbacks,4.88,5.0,0.0,19.0
1844,Manny Barreda,Braves,4.93,5.0,0.0,20.0
1845,Aaron Phillips,Giants,4.92,5.0,0.0,20.0
1846,John Russell,Giants,4.78,5.0,0.0,19.0
1847,Grant Watson,Giants,4.75,5.0,0.0,19.0
1848,Brandon Cunniff,,4.9,5.01,0.0,19.0
1849,Philip Pfeifer,Braves,4.71,5.01,0.0,19.0
1850,Jordan Foley,Rockies,5.06,5.01,0.0,27.0
1851,Jeff Hoffman,Rockies,5.23,5.01,0.1,37.0
1852,Aaron Thompson,,4.91,5.01,0.0,20.0
1853,Chase Hodson,Yankees,4.85,5.01,0.0,20.0
1854,Austin Ross,,5.0,5.01,0.0,20.0
1855,Ryan Williams,Cubs,5.03,5.01,0.0,20.0
1856,Ryan Eades,Twins,4.96,5.01,0.0,20.0
1857,Bryan Bonnell,Mariners,4.84,5.01,0.0,20.0
1858,Vincenzo Aiello,Marlins,4.85,5.01,0.0,19.0
1859,Wesley Wright,,4.87,5.01,0.0,20.0
1860,Matt Milburn,Athletics,5.04,5.01,0.0,20.0
1861,Joe Rogers,,4.82,5.01,0.0,19.0
1862,James Russell,,4.83,5.01,0.0,20.0
1863,Freddy Garcia,,5.07,5.01,0.0,20.0
1864,Michael Wagner,Cubs,4.93,5.01,0.0,20.0
1865,Logan Verrett,,4.97,5.01,0.0,20.0
1866,Angel Ventura,,4.95,5.01,0.0,20.0
1867,Dalton Moats,Rays,4.78,5.01,0.0,20.0
1868,Peter Lambert,Rockies,5.23,5.01,0.0,20.0
1869,Corey Williams,,4.77,5.01,0.0,19.0
1870,Josh Collmenter,,4.95,5.01,0.0,20.0
1871,Yender Caramo,,5.05,5.01,0.0,20.0
1872,Robby Sexton,Diamondbacks,4.89,5.01,0.0,19.0
1873,Forrest Snow,,4.98,5.01,0.0,20.0
1874,Mitch Atkins,Mets,4.97,5.01,0.0,20.0
1875,Dylan Axelrod,,4.95,5.01,0.0,20.0
1876,Chris Smith,,5.01,5.02,0.0,20.0
1877,Mike Pelfrey,,5.1,5.02,0.0,20.0
1878,Kelly Secrest,,4.83,5.02,0.0,19.0
1879,Tim Berry,,4.76,5.02,0.0,19.0
1880,Darin Gillies,Mariners,4.85,5.02,0.0,20.0
1881,Glen Perkins,,4.88,5.02,0.0,20.0
1882,Ian Kennedy,Royals,5.05,5.02,0.4,173.0
1883,Taylor Grover,,4.98,5.02,0.0,20.0
1884,Vin Mazzaro,,4.96,5.02,0.0,20.0
1885,Tyler Bremer,,4.94,5.02,0.0,20.0
1886,Ryan Carpenter,Tigers,5.02,5.03,0.2,87.0
1887,Austin Wright,,4.81,5.03,0.0,19.0
1888,Norwith Gudino,Giants,4.92,5.03,0.0,20.0
1889,Hiram Burgos,Brewers,5.07,5.03,0.0,20.0
1890,Starlyn Suriel,,4.93,5.03,0.0,20.0
1891,Ryan Verdugo,,4.91,5.03,0.0,20.0
1892,Yohan Pino,,5.03,5.03,0.0,20.0
1893,Steve Geltz,,4.94,5.03,0.0,20.0
1894,Cody Stashak,Twins,4.94,5.03,0.0,20.0
1895,Angel Castro,,4.89,5.03,0.0,20.0
1896,Jordan Harrison,,4.69,5.03,0.0,19.0
1897,Tyler Pike,,4.66,5.03,0.0,19.0
1898,Miguel Nunez,,4.91,5.03,0.0,19.0
1899,Yunesky Maya,,5.11,5.03,0.0,20.0
1900,Pedro Fernandez,,4.96,5.03,0.0,20.0
1901,Cole Stapler,Diamondbacks,5.15,5.03,0.0,20.0
1902,Juliandry Higuera,,4.8,5.03,0.0,19.0
1903,Estarlin Arias,,4.91,5.03,0.0,20.0
1904,Thad Weber,Rockies,5.3,5.03,0.0,20.0
1905,Chris Narveson,,4.78,5.03,0.0,20.0
1906,Huascar Ynoa,Braves,4.91,5.03,-0.1,34.0
1907,Trevor Oaks,Royals,5.08,5.03,0.0,41.0
1908,Sean Guenther,Marlins,4.87,5.04,0.0,20.0
1909,Keury Mella,Reds,4.96,5.04,0.1,43.0
1910,Roberto Hernandez,,5.1,5.04,0.0,20.0
1911,Alsis Herrera,,4.81,5.04,0.0,19.0
1912,Zac Reininger,Tigers,5.07,5.04,-0.1,56.0
1913,Marc Magliaro,Rockies,5.2,5.04,0.0,20.0
1914,Logan Darnell,,4.91,5.04,0.0,20.0
1915,Grant Gavin,Royals,4.94,5.04,0.0,20.0
1916,Ivan Vieitez,,5.03,5.04,0.0,20.0
1917,Luis Escobar,Pirates,5.04,5.04,-0.1,43.0
1918,Brett McKinney,,4.86,5.04,0.0,20.0
1919,Gerson Moreno,Tigers,4.99,5.04,0.0,19.0
1920,Dean Kremer,Orioles,5.05,5.04,0.0,20.0
1921,Kendry Flores,Cardinals,5.0,5.04,0.0,20.0
1922,Sean McLaughlin,Braves,4.94,5.04,0.0,20.0
1923,Jeremy Beasley,Angels,4.87,5.05,0.0,20.0
1924,Orleny Quiroz,Giants,4.63,5.05,0.0,19.0
1925,Dylan Unsworth,,5.03,5.05,0.0,20.0
1926,Mark Sappington,Rays,4.83,5.05,0.0,19.0
1927,Richelson Pena,Athletics,5.02,5.05,0.0,20.0
1928,Kazuhisa Makita,Padres,5.05,5.05,0.0,20.0
1929,Logan Salow,Dodgers,4.74,5.05,0.0,19.0
1930,Miguel Rosario,Pirates,5.01,5.05,0.0,19.0
1931,Mitchell Harris,,5.04,5.05,0.0,20.0
1932,Bryan Harper,,4.81,5.05,0.0,19.0
1933,Jordan Johnson,Giants,4.92,5.05,0.0,20.0
1934,Matt Stites,,4.96,5.05,0.0,19.0
1935,Jeremy Walker,Braves,5.06,5.05,0.0,20.0
1936,Addison Russ,Phillies,4.97,5.05,0.0,19.0
1937,T.J. Zeuch,Blue Jays,5.15,5.05,0.0,20.0
1938,Pat Light,,4.89,5.05,0.0,19.0
1939,Austin Coley,Pirates,5.13,5.05,0.0,20.0
1940,Ramon Rosso,Phillies,4.97,5.06,0.0,19.0
1941,Steve Delabar,,4.95,5.06,0.0,19.0
1942,Zach Thompson,White Sox,4.91,5.06,0.0,19.0
1943,Zac Curtis,Rangers,4.82,5.06,-0.2,92.0
1944,Matt Garza,,5.11,5.06,0.0,20.0
1945,Max Schuh,,4.78,5.06,0.0,19.0
1946,Triston McKenzie,Indians,4.92,5.06,0.0,32.0
1947,Kohl Stewart,Twins,5.03,5.06,0.1,34.0
1948,Murphy Smith,,5.0,5.06,0.0,20.0
1949,Tim Hudson,,5.16,5.06,0.0,20.0
1950,Edison Frias,,4.99,5.06,0.0,20.0
1951,Daniel McCutchen,,5.04,5.06,0.0,20.0
1952,Matt Hockenberry,,5.01,5.06,0.0,20.0
1953,Josh D. Smith,,4.86,5.06,0.0,19.0
1954,Nelson Gonzalez,Rockies,5.23,5.06,0.0,20.0
1955,Jorge Ibarra,,4.8,5.06,0.0,19.0
1956,James Naile,Athletics,5.07,5.06,0.0,20.0
1957,Jeremy Hellickson,,5.06,5.06,0.4,140.0
1958,Pedro Beato,,4.91,5.06,0.0,20.0
1959,Jason Motte,,5.11,5.06,0.0,20.0
1960,Felipe Paulino,,5.07,5.07,0.0,20.0
1961,Domenic Mazza,Giants,4.84,5.07,0.0,20.0
1962,Luis Pino,Giants,4.89,5.07,0.0,19.0
1963,Bobby LaFromboise,,4.93,5.07,0.0,20.0
1964,Josh Prevost,,5.06,5.07,0.0,20.0
1965,Jair Jurrjens,,5.1,5.07,0.0,20.0
1966,Junior Garcia,Diamondbacks,4.96,5.07,0.0,19.0
1967,Paul Clemens,Padres,5.13,5.07,0.0,20.0
1968,Huston Street,,5.06,5.07,0.0,20.0
1969,Cory Taylor,Giants,4.93,5.07,0.0,20.0
1970,D.J. Brown,Indians,4.99,5.07,0.0,20.0
1971,Austin Maddox,Red Sox,4.92,5.07,0.0,20.0
1972,Rookie Davis,,5.01,5.07,0.0,20.0
1973,Matthew Gorst,Red Sox,5.01,5.07,0.0,20.0
1974,Scott Boches,Mariners,5.01,5.07,0.0,20.0
1975,Bryan Brickhouse,Royals,4.94,5.07,0.0,19.0
1976,Caleb Baragar,Giants,4.76,5.07,0.0,20.0
1977,Jake Brentz,Pirates,4.85,5.07,0.0,19.0
1978,James Reeves,Yankees,4.75,5.07,0.0,20.0
1979,Jose Mesa Jr.,Yankees,4.86,5.07,0.0,19.0
1980,Jimmy Lambert,White Sox,5.07,5.07,0.0,20.0
1981,Jarred Cosart,,5.06,5.07,0.0,19.0
1982,Adam Wilk,,4.92,5.08,0.0,20.0
1983,Miguel Urena,,4.98,5.08,0.0,20.0
1984,Devin Smeltzer,Twins,5.01,5.08,0.0,20.0
1985,Drew Hayes,,5.01,5.08,0.0,20.0
1986,Ervin Santana,,5.11,5.08,0.7,198.0
1987,Henderson Alvarez,Phillies,5.11,5.08,0.0,20.0
1988,Jordan Kipper,Orioles,5.14,5.08,0.0,20.0
1989,Edgardo Sandoval,Astros,5.1,5.08,0.0,20.0
1990,Matt Tomshaw,,4.97,5.08,0.0,20.0
1991,Daniel Wright,,5.0,5.08,0.0,20.0
1992,Cam Vieaux,Pirates,5.06,5.08,0.0,20.0
1993,Jaye Chapman,Rangers,5.05,5.08,0.0,20.0
1994,Beau Sulser,Pirates,5.12,5.08,0.0,19.0
1995,Ryan Atkinson,Diamondbacks,5.11,5.08,0.0,19.0
1996,Guido Knudson,,4.97,5.08,0.0,20.0
1997,Jake Peavy,,5.11,5.08,0.0,20.0
1998,Ralph Garza,Astros,4.97,5.09,0.0,19.0
1999,Sean Gilmartin,Orioles,4.93,5.09,0.0,33.0
2000,Ben Bracewell,Athletics,5.02,5.09,0.0,20.0
2001,Roy Merritt,Dodgers,4.87,5.09,0.0,20.0
2002,Adam Choplick,Rangers,4.8,5.09,0.0,19.0
2003,Michael Mader,Braves,4.91,5.09,0.0,19.0
2004,Jhondaniel Medina,,4.96,5.09,0.0,19.0
2005,Andres Machado,Royals,5.05,5.09,-0.1,47.0
2006,Max Duval,Marlins,5.01,5.09,0.0,20.0
2007,Steven Farnworth,Marlins,4.95,5.09,0.0,20.0
2008,Breckin Williams,Diamondbacks,5.14,5.09,0.0,19.0
2009,Matt Withrow,Braves,5.03,5.09,0.0,20.0
2010,Darin Gorski,,4.93,5.09,0.0,20.0
2011,Eduardo Vera,Pirates,5.23,5.1,0.0,20.0
2012,Austin Kubitza,,4.96,5.1,0.0,19.0
2013,Randy LeBlanc,Twins,5.13,5.1,0.0,20.0
2014,Spencer Jones,Rays,4.94,5.1,0.0,20.0
2015,Kevin Grendell,,4.81,5.1,0.0,19.0
2016,Akeem Bostick,Astros,5.0,5.1,0.0,20.0
2017,Aaron Brown,Phillies,4.82,5.1,0.0,19.0
2018,Cody Buckel,,4.97,5.1,0.0,19.0
2019,Adam Ravenelle,Tigers,5.06,5.1,0.0,19.0
2020,Shawn Haviland,,5.02,5.1,0.0,20.0
2021,Todd Redmond,,5.13,5.1,0.0,20.0
2022,Dallas Beeler,,5.13,5.1,0.0,20.0
2023,Wilmer Torres,,4.99,5.1,0.0,19.0
2024,Jake Ehret,,5.0,5.1,0.0,19.0
2025,Mitch Talbot,Indians,5.13,5.1,0.0,20.0
2026,Rico Garcia,Rockies,5.27,5.1,0.0,20.0
2027,Taylor Hearn,Rangers,4.94,5.1,0.1,48.0
2028,Juan Paniagua,,4.98,5.1,0.0,19.0
2029,Jackson McClelland,Blue Jays,5.05,5.1,0.0,19.0
2030,Christian Torres,Rangers,5.0,5.1,0.0,20.0
2031,Jared Ruxer,,5.03,5.1,0.0,20.0
2032,Chris Huffman,Padres,5.06,5.1,0.0,20.0
2033,J.J. Hoover,,5.01,5.1,0.0,20.0
2034,Tyler Wagner,,5.01,5.1,0.0,20.0
2035,Corey Walter,Athletics,5.07,5.1,0.0,20.0
2036,Tyler Pill,,5.07,5.1,0.0,20.0
2037,Cy Sneed,Astros,5.04,5.1,0.0,20.0
2038,Lendy Castillo,,5.12,5.1,0.0,20.0
2039,John Danks,,5.05,5.11,0.0,20.0
2040,Adrian Morejon,Padres,4.97,5.11,0.0,19.0
2041,Fernando Nieve,,5.0,5.11,0.0,19.0
2042,Jordan Minch,Cubs,4.8,5.11,0.0,19.0
2043,Scarlyn Reyes,,5.09,5.11,0.0,20.0
2044,Trevor Kelley,Red Sox,5.03,5.11,0.0,20.0
2045,Cameron Ming,Orioles,5.03,5.11,0.0,20.0
2046,Travis Banwart,,5.14,5.11,0.0,20.0
2047,CJ Gettman,Giants,4.89,5.11,0.0,19.0
2048,Patrick Johnson,,5.06,5.11,0.0,20.0
2049,Yunior Marte,Royals,4.94,5.11,0.0,19.0
2050,Jake Smith,,4.98,5.11,0.0,19.0
2051,Connor Grey,Diamondbacks,5.2,5.11,0.0,20.0
2052,Justin Lawrence,Rockies,5.13,5.11,-0.1,25.0
2053,Pat Young,,5.0,5.11,0.0,19.0
2054,Hansel Rodriguez,Padres,4.99,5.11,0.0,19.0
2055,Matt Cain,Giants,5.1,5.11,0.0,20.0
2056,Rafael Pujols,,4.99,5.12,0.0,19.0
2057,Bailey Falter,Phillies,4.99,5.12,0.0,20.0
2058,Junior Fernandez,Cardinals,4.97,5.12,0.0,19.0
2059,Dalton Rodriguez,,5.0,5.12,0.0,19.0
2060,Ryan Clark,Angels,4.87,5.12,0.0,20.0
2061,Mike Shawaryn,Red Sox,5.1,5.12,0.0,20.0
2062,Scott Weathersby,Astros,5.15,5.12,0.0,20.0
2063,Andrew Church,Mets,5.15,5.12,0.0,20.0
2064,Reid Love,Orioles,5.09,5.12,0.0,20.0
2065,Korey Anderson,Padres,5.03,5.12,0.0,19.0
2066,Sean Nolin,,5.06,5.12,0.0,20.0
2067,Carlos Sierra,Astros,5.03,5.12,0.0,19.0
2068,C.J. Robinson,Marlins,4.9,5.12,0.0,19.0
2069,Mitch Lambson,Brewers,5.01,5.12,0.0,20.0
2070,Marcus Crescentini,,4.96,5.12,0.0,19.0
2071,Trey Ball,Red Sox,4.95,5.13,0.0,20.0
2072,Reynaldo Lopez,White Sox,5.04,5.13,0.9,277.0
2073,Nolan Sanburn,,5.11,5.13,0.0,20.0
2074,Garrett Whitlock,Yankees,5.06,5.13,0.0,20.0
2075,Ramon Ramirez,,5.11,5.13,0.0,20.0
2076,Josh Uhen,Brewers,4.94,5.13,0.0,19.0
2077,Jakob Hernandez,Phillies,4.87,5.13,0.0,19.0
2078,Chris Heston,,5.08,5.13,0.0,20.0
2079,Sean Stutzman,,4.93,5.13,0.0,19.0
2080,Nick Travieso,Reds,5.08,5.13,0.0,20.0
2081,Ryan McNeil,,5.01,5.13,0.0,19.0
2082,Collin Wiles,,5.11,5.13,0.0,20.0
2083,Jose Contreras,,5.18,5.13,0.0,20.0
2084,Paul Voelker,Tigers,5.12,5.13,0.0,20.0
2085,Justin Kamplain,Yankees,4.86,5.13,0.0,20.0
2086,Tyler Badamo,,5.18,5.13,0.0,20.0
2087,Trey Cobb,Mets,5.03,5.13,0.0,19.0
2088,Tanner Chleborad,Orioles,5.11,5.13,0.0,20.0
2089,Ramon Troncoso,,5.02,5.13,0.0,19.0
2090,Carlos Bustamante,Diamondbacks,5.12,5.14,0.0,19.0
2091,Nick Hartman,Blue Jays,5.12,5.14,0.0,20.0
2092,Michael Ynoa,Royals,5.02,5.14,0.0,19.0
2093,Mike Dunn,Rockies,5.17,5.14,-0.2,87.0
2094,Melvin Adon,Giants,4.94,5.14,0.0,23.0
2095,Spencer Herrmann,Mariners,4.92,5.14,0.0,20.0
2096,Vic Black,,5.02,5.14,0.0,19.0
2097,Brandon Lawson,Rays,5.07,5.14,0.0,20.0
2098,Darren McCaughan,Mariners,5.1,5.14,0.0,20.0
2099,Jon Niese,Rangers,5.19,5.14,0.0,20.0
2100,Blayne Weller,Angels,4.99,5.14,0.0,20.0
2101,Wil Crowe,Nationals,5.12,5.14,0.0,20.0
2102,Jacob Patterson,Cardinals,4.84,5.14,0.0,19.0
2103,Ben Lively,Royals,5.14,5.14,0.1,49.0
2104,Eric Surkamp,,5.04,5.14,0.0,20.0
2105,Blair Walters,,4.95,5.14,0.0,19.0
2106,Tyler Ivey,Astros,5.11,5.14,0.0,20.0
2107,Dustin Antolin,White Sox,5.04,5.14,0.0,19.0
2108,Jason Forjet,Giants,5.05,5.15,0.0,20.0
2109,Santiago Gutierrez,,4.88,5.15,0.0,19.0
2110,Ryan Vogelsong,Pirates,5.36,5.15,0.0,20.0
2111,Andrew Schwaab,Tigers,5.07,5.15,0.0,19.0
2112,Max Beatty,,5.15,5.15,0.0,20.0
2113,Victor Mateo,,5.15,5.15,0.0,20.0
2114,Corey Copping,Blue Jays,5.08,5.15,0.0,19.0
2115,Alex Winkelman,Astros,4.93,5.15,0.0,19.0
2116,Justin Steele,Cubs,4.99,5.15,0.0,29.0
2117,Danny Reynolds,Brewers,5.02,5.15,0.0,19.0
2118,Fernando Baez,,5.03,5.16,0.0,19.0
2119,Yency Almonte,Rockies,5.32,5.16,0.1,42.0
2120,Nick Additon,,5.04,5.16,0.0,20.0
2121,Kyle Farnsworth,,5.13,5.16,0.0,20.0
2122,Connor Walsh,White Sox,5.0,5.16,0.0,19.0
2123,Tom Eshelman,Phillies,5.16,5.16,0.0,20.0
2124,Jordan Humphreys,Mets,5.16,5.16,0.0,20.0
2125,Sam McWilliams,Rays,5.02,5.16,0.0,20.0
