Name,Tm,Pos,Top 100,Org Rk,Trend,FV,ETA,Risk,Age,Ht,Wt,Bats,Thr,Signed,Signed From,Video
"Vladimir Guerrero Jr.","TOR","3B",1,1,"","70",2019,"Med","19.7","6' 1""","215","R","R","2015 J2 (TOR)","Dominican Republic","0pq1nJRuxC4"
"Fernando Tatis Jr.","SDP","SS",2,1,"","65",2019,"High","19.9","6' 3""","185","R","R","2015 J2 (CHW)","Dominican Republic","f-7iDniIWf0"
"Eloy Jimenez","CHW","RF",3,1,"","65",2019,"High","22.0","6' 4""","225","R","R","2013 J2 (CHC)","Dominican Republic","qzcfGawJz30"
"Victor Robles","WSN","CF",4,1,"","65",2018,"Low","21.5","6' 0""","185","R","R","2013 J2 (WAS)","Dominican Republic","3VwXSd7XgXo"
"Royce Lewis","MIN","SS",5,1,"&uarr;","60",2020,"High","19.4","6' 2""","188","R","R","2017 Draft Rnd 1 (MIN)","JSerra HS (CA)","IRGoLxDpn0U"
"Wander Franco","TBR","SS",6,1,"&uarr;","60",2021,"High","17.7","5' 10""","190","S","R","2017 J2 (TBR)","Dominican Republic","vMLD9QX-hPo"
"Bo Bichette","TOR","SS",7,2,"","60",2019,"High","20.7","6' 0""","200","R","R","2016 Draft Rnd 2 (TOR)","Lakewood HS (FL)","lRUNUyhGHkM"
"Kyle Tucker","HOU","RF",8,1,"","60",2019,"Med","21.8","6' 4""","200","L","R","2015 Draft Rnd 1 (HOU)","Plant HS (FL)","z84M9j2JoEc"
"Nick Senzel","CIN","3B",9,1,"","60",2018,"Med","23.4","6' 1""","205","R","R","2016 Draft Rnd 1 (CIN)","Tennessee","1Jkza_J-9MU"
"Carter Kieboom","WSN","SS",10,2,"","60",2020,"Med","21.2","6' 2""","190","R","R","2016 Draft Rnd 1 (WAS)","Walton HS (GA)","bIz5j-OJPrY"
"Brendan Rodgers","COL","SS",11,1,"","60",2019,"Med","22.3","6' 0""","180","R","R","2015 Draft Rnd 1 (COL)","Lake Mary HS (FL)","8R3NqST3CPs"
"Forrest Whitley","HOU","RHP",12,2,"","60",2018,"High","21.2","6' 7""","230","R","R","2016 Draft Rnd 1 (HOU)","Alamo Heights HS (TX)","3dPGupFsWFY"
"Taylor Trammell","CIN","CF",13,2,"","60",2021,"Med","21.2","6' 2""","195","L","L","2016 Draft Rnd 1 (CIN)","Mount Paran HS (GA)","q4xKSJPOmr4"
"Brendan McKay","TBR","LHP/1B",14,2,"","60",2019,"High","22.9","6' 2""","212","L","L","2017 Draft Rnd 1 (TBR)","Louisville","aCKSVKfZpv0"
"Alex Kirilloff","MIN","RF",15,2,"&uarr;","60",2020,"High","21.0","6' 2""","195","L","L","2016 Draft Rnd 1 (MIN)","Plum HS (PA)","l3xPPnRQA7o"
"Sixto Sanchez","PHI","RHP",16,1,"&darr;","60",2020,"High","20.3","6' 0""","185","R","R","2014 J2 (PHI)","Dominican Republic","OFHkPmNCPOI"
"Jo Adell","LAA","RF",17,1,"&uarr;","60",2021,"High","19.6","6' 2""","195","R","R","2017 Draft Rnd 1 (LAA)","Ballard HS (KY)","tpQIfgNoqIE"
"Cristian Pache","ATL","CF",18,1,"&uarr;","60",2021,"Med","20.0","6' 2""","185","R","R","2015 J2 (ATL)","Dominican Republic","TTrN1fNVTzI"
"Nick Madrigal","CHW","2B",19,2,"&uarr;","60",2020,"Low","21.7","5' 7""","160","R","R","2018 Draft Rnd 1 (CHW)","Oregon State","tQxQekapA8k"
"MacKenzie Gore","SDP","LHP",20,2,"&darr;","55",2021,"High","19.7","6' 3""","180","L","L","2017 Draft Rnd 1 (SDP)","Whiteville HS (NC)","JLkZukR_QSI"
"Luis Urias","SDP","2B",21,3,"","55",2018,"Med","21.4","5' 9""","160","R","R","2013 J2 (SDP)","Mexico","euhgiB0OSV4"
"Keston Hiura","MIL","2B",22,1,"","55",2019,"Med","22.3","5' 11""","190","R","R","2017 Draft Rnd 1 (MIL)","UC Irvine","wgVOB9lK0Z8"
"Brent Honeywell","TBR","RHP",23,3,"","55",2019,"High","23.6","6' 2""","180","R","R","2014 Draft Rnd 2 (TBR)","Walters State JC (TN)","JC3Vetq_eAA"
"Michael Kopech","CHW","RHP",24,3,"&darr;","55",2019,"High","22.5","6' 3""","195","R","R","2014 Draft Rnd 1 (BOS)","Mt. Pleasant HS (TX)","JXUYoulUEo8"
"Michael Soroka","ATL","RHP",25,2,"","55",2018,"Med","21.3","6' 4""","210","R","R","2015 Draft Rnd 1 (ATL)","Bishop Carroll HS (CAN)","LozVLyAQ3qs"
"Francisco Mejia","SDP","C",26,4,"","55",2019,"High","23.0","5' 10""","175","S","R","2012 J2 (CLE)","Dominican Republic","zjm3SlBQSVM"
"Luis Robert","CHW","CF",27,4,"&darr;","55",2020,"High","21.3","6' 3""","185","R","R","2017 J2 (CHW)","Cuba","aWdIPdVRkok"
"Austin Riley","ATL","3B",28,3,"","55",2019,"Med","21.6","6' 2""","220","R","R","2015 Draft Rnd 1 (ATL)","DeSoto Central HS (MS)","U7WhBMK_uYA"
"Will Smith","LAD","C",29,1,"","55",2019,"Med","23.6","6' 0""","192","R","R","2016 Draft Rnd 1 (LAD)","Louisville","PAOgaHuSvPg"
"Andres Gimenez","NYM","SS",30,1,"&uarr;","55",2020,"Med","20.2","5' 11""","165","L","R","2015 J2 (NYM)","Venezuela",""
"Jesus Luzardo","OAK","LHP",31,1,"","55",2019,"Med","21.1","5' 11""","209","L","L","2016 Draft Rnd 3 (WAS)","Stoneman Douglas HS (FL)","XPMeIpPKW2k"
"Kyle Wright","ATL","RHP",32,4,"","55",2020,"Med","23.1","6' 4""","200","R","R","2017 Draft Rnd 1 (ATL)","Vanderbilt","yO8JA8nXzL4"
"Casey Mize","DET","RHP",33,1,"","55",2019,"Med","21.5","6' 3""","208","R","R","2018 Draft Rnd 1 (DET)","Auburn","KTLpXoKizJU"
"Ke'Bryan Hayes","PIT","3B",34,1,"","55",2020,"Med","21.8","6' 1""","210","R","R","2015 Draft Rnd 1 (PIT)","Concordia Lutheran (TX)","VAR1hcC2Clk"
"Chris Paddack","SDP","RHP",35,5,"&uarr;","55",2019,"High","22.8","6' 4""","195","R","R","2015 Draft Rnd 8 (MIA)","Cedar Park HS (TX)",""
"Keibert Ruiz","LAD","C",36,2,"&uarr;","55",2020,"High","20.3","6' 0""","200","S","R","2014 J2 (LAD)","Venezuela",""
"Alex Reyes","STL","RHP",37,1,"","55",2019,"Med","24.2","6' 3""","175","R","R","2012 J2 (STL)","Dominican Republic","V8hwozT3Efs"
"Mitch Keller","PIT","RHP",38,2,"&darr;","55",2019,"Med","22.6","6' 3""","195","R","R","2014 Draft Rnd 2 (PIT)","Xavier HS (IA)","BbF8a3acDUU"
"A.J. Puk","OAK","LHP",39,2,"","55",2019,"High","23.5","6' 7""","230","L","L","2016 Draft Rnd 1 (OAK)","Florida","dF78XZniyhY"
"Ian Anderson","ATL","RHP",40,5,"","55",2020,"High","20.5","6' 3""","170","R","R","2016 Draft Rnd 1 (ATL)","Shenendowa HS (NY)","HxXHHVrAXyQ"
"Adonis Medina","PHI","RHP",41,2,"","55",2020,"Med","21.9","6' 1""","185","R","R","2013 J2 (PHI)","Dominican Republic","Ts8FVwBeFVY"
"Daz Cameron","DET","CF",42,2,"&uarr;","55",2020,"Med","21.8","6' 2""","195","R","R","2015 Draft Rnd 1 (HOU)","Eagle's Landing Christian HS (GA)",""
"Isaac Paredes","DET","3B",43,3,"&uarr;","55",2021,"Med","19.7","5' 11""","225","R","R","2015 J2 (CHC)","Mexico",""
"Luiz Gohara","ATL","LHP",44,6,"&darr;","55",2018,"High","22.3","6' 3""","240","L","L","2012 J2 (SEA)","Brazil","aIq9ta-DzXQ"
"Leody Taveras","TEX","CF",45,1,"","55",2020,"Med","20.2","6' 1""","170","S","R","2015 J2 (TEX)","Dominican Republic","RpzjuTfUZqg"
"Hunter Greene","CIN","RHP",46,3,"&darr;","50",2021,"High","19.3","6' 4""","197","R","R","2017 Draft Rnd 1 (CIN)","Notre Dame HS (CA)","tKAAzmpe180"
"Jesus Sanchez","TBR","RF",47,4,"","50",2020,"High","21.1","6' 2""","185","L","R","2014 J2 (TBR)","Dominican Republic","Ybem0ytsehY"
"Yordan Alvarez","HOU","LF",48,3,"","50",2020,"Med","21.4","6' 5""","225","L","L","2015 J2 (LAD)","Cuba","tkkmkG5q82o"
"Alex Verdugo","LAD","RF",49,3,"","50",2018,"Med","22.5","6' 0""","205","L","L","2014 Draft Rnd 2 (LAD)","Sahuaro HS (AZ)","mRH_od9cYyw"
"Joey Bart","SFG","C",50,1,"","50",2020,"Med","21.9","6' 3""","225","R","R","2018 Draft Rnd 1 (SFG)","Georgia Tech","Cozg_YSvag0"
"Vidal Brujan","TBR","2B",51,5,"&uarr;","50",2021,"Med","20.8","5' 9""","155","S","R","2014 J2 (TBR)","Dominican Republic","_I0xANEGwN8"
"Sean Murphy","OAK","C",52,3,"","50",2019,"High","24.1","6' 3""","215","R","R","2016 Draft Rnd 3 (OAK)","Wright State","tVv3ORj53mQ"
"Danny Jansen","TOR","C",53,3,"","50",2018,"Med","23.6","6' 2""","225","R","R","2013 Draft Rnd 16 (TOR)","West HS (WI)","4lbMDzv8Er4"
"Justus Sheffield","NYY","LHP",54,1,"","50",2018,"Med","22.5","5' 10""","195","L","L","2014 Draft Rnd 1 (CLE)","Tullahoma HS (TN)","tW5B2GiJG4k"
"Triston McKenzie","CLE","RHP",55,1,"","50",2020,"Med","21.3","6' 5""","160","R","R","2015 Draft Rnd 1 (CLE)","Royal Palm Beach HS (FL)","SaiUEE5AOzQ"
"Drew Waters","ATL","CF",56,7,"","50",2021,"High","19.9","6' 2""","183","S","R","2017 Draft Rnd 2 (ATL)","Etowah HS (GA)","7y7v6EA8ZI4"
"Touki Toussaint","ATL","RHP",57,8,"","50",2018,"High","22.4","6' 3""","185","R","R","2014 Draft Rnd 1 (ARI)","Coral Springs Christian HS (FL)","qaR9D8rYrhY"
"Brandon Marsh","LAA","CF",59,2,"","50",2020,"Med","20.9","6' 2""","200","L","R","2016 Draft Rnd 2 (LAA)","Buford HS (GA)","f6w57ie4WkA"
"Luis Patino","SDP","RHP",60,6,"&uarr;","50",2023,"High","19.0","6' 0""","150","R","R","2016 J2 (SDP)","Colombia",""
"Nick Gordon","MIN","SS",61,3,"","50",2019,"Med","23.0","6' 2""","175","L","R","2014 Draft Rnd 1 (MIN)","Olympia HS (FL)","bXiuMCdQJP4"
"Travis Swaggerty","PIT","CF",62,3,"","50",2021,"High","21.2","5' 11""","180","L","L","2018 Draft Rnd 1 (PIT)","South Alabama","qTYA7IA0cCQ"
"Michel Baez","SDP","RHP",63,7,"","50",2020,"High","22.8","6' 8""","220","R","R","2016 J2 (SDP)","Cuba","m34Pztbm-4k"
"Monte Harrison","MIA","CF",64,1,"","50",2020,"High","23.3","6' 3""","220","R","R","2014 Draft Rnd 2 (MIL)","Lee's Summit West HS (MO)","RRzOrr9b4V8"
"Estevan Florial","NYY","CF",65,2,"","50",2020,"High","21.0","6' 1""","185","L","R","2014 J2 (NYY)","Haiti","mYK2ssfvC80"
"Yu Chang","CLE","SS",66,2,"","50",2019,"Med","23.2","6' 1""","175","R","R","2012 J2 (CLE)","Taiwan","VDPqWbix08"
"Zack Collins","CHW","1B",67,5,"","50",2019,"High","23.8","6' 3""","220","L","R","2016 Draft Rnd 1 (CHW)","Miami","fK2DsmC5BT0"
"Peter Alonso","NYM","1B",68,2,"","50",2019,"Med","23.9","6' 2""","225","R","R","2016 Draft Rnd 2 (NYM)","Florida",""
"Tristen Lutz","MIL","RF",69,2,"","50",2021,"High","20.2","6' 3""","210","R","R","2017 Draft Rnd 1 (MIL)","Martin HS (TX)","HD5Gdv4-45Q"
"Alec Bohm","PHI","3B",70,3,"","50",2021,"High","22.3","6' 5""","240","R","R","2018 Draft Rnd 1 (PHI)","Wichita State","GOKNy9Trues"
"Brandon Lowe","TBR","2B",71,6,"","50",2019,"Med","24.3","6' 0""","185","L","R","2015 Draft Rnd 3 (TBR)","Maryland",""
"Shed Long","CIN","2B",72,4,"","50",2019,"Med","23.2","5' 8""","180","L","R","2013 Draft Rnd 12 (CIN)","Jacksonville HS (AL)","btgH8dskG8o"
"Isan Diaz","MIA","2B",73,2,"","50",2019,"Med","22.5","5' 10""","185","L","R","2014 Draft Rnd 2 (ARI)","Springfield HS (MA)","EmFvDmq5VBs"
"Andrew Knizner","STL","C",74,2,"","50",2019,"Med","23.8","6' 1""","200","R","R","2016 Draft Rnd 7 (STL)","North Carolina State",""
"Anderson Espinoza","SDP","RHP",75,8,"","50",2020,"High","20.7","6' 0""","170","R","R","2014 J2 (BOS)","Venezuela","LMN6OIaQsEA"
"Jahmai Jones","LAA","2B",76,3,"","50",2021,"Med","21.3","5' 11""","210","R","R","2015 Draft Rnd 2 (LAA)","Wesleyan HS (GA)","p2KH9PAlrjM"
"Cole Tucker","PIT","SS",77,4,"","50",2020,"High","22.4","6' 3""","185","S","R","2014 Draft Rnd 1 (PIT)","Mountain Pointe HS (AZ)","Tx4MkFf8AcU"
"Jon Duplantier","ARI","RHP",78,1,"","50",2019,"High","24.3","6' 4""","225","R","R","2016 Draft Rnd 3 (ARI)","Rice",""
"Oneil Cruz","PIT","3B",79,5,"","50",2021,"High","20.1","6' 7""","175","L","R","2015 J2 (LAD)","Dominican Republic","GzwLKufiG4A"
"Bryse Wilson","ATL","RHP",80,9,"&uarr;","50",2020,"High","20.9","6' 1""","224","R","R","2016 Draft Rnd 4 (ATL)","Orange HS (NC)","-W1-8t94J3M"
"Nolan Jones","CLE","3B",81,3,"&uarr;","50",2021,"Med","20.5","6' 4""","220","L","R","2016 Draft Rnd 2 (CLE)","Holy Ghost Prep HS (PA)","M8MOVqKoFgA"
"Willie Calhoun","TEX","DH",82,2,"&darr;","50",2018,"Low","24.0","5' 9""","210","S","R","2015 Draft Rnd 4 (LAD)","Yavapai JC (AZ)","OG7XMXYBi4g"
"Seuly Matias","KCR","RF",83,1,"","50",2022,"High","20.2","6' 3""","200","R","R","2015 J2 (KCR)","Dominican Republic",""
"Luis Alexander Basabe","CHW","CF",84,6,"","50",2019,"High","22.2","6' 0""","170","S","R","2012 J2 (BOS)","Venezuela",""
"Nolan Gorman","STL","3B",85,3,"","50",2021,"Med","18.5","6' 1""","210","L","R","2018 Draft Rnd 1 (STL)","O'Connor HS (AZ)","_2qk0vq7IEA"
"Jarred Kelenic","NYM","CF",86,3,"","50",2021,"Med","19.3","6' 1""","196","L","L","2018 Draft Rnd 1 (NYM)","Waukesha West HS (WI)","LFdX2RZaB64"
"Brayan Rocchio","CLE","SS",87,4,"&uarr;","50",2022,"High","17.8","5' 10""","150","S","R","2017 J2 (CLE)","Venezuela",""
"Micker Adolfo","CHW","RF",88,7,"","50",2021,"High","22.2","6' 3""","200","R","R","2013 J2 (CHW)","Dominican Republic",""
"Jonathan India","CIN","3B",89,5,"","50",2020,"Low","21.9","6' 0""","200","R","R","2018 Draft Rnd 1 (CIN)","Florida","KPK-GaBvm6U"
"Corey Ray","MIL","CF",90,3,"","50",2019,"Med","24.1","5' 11""","185","L","L","2016 Draft Rnd 1 (MIL)","Louisville","9NBoNbU7Zy8"
"Griffin Canning","LAA","RHP",91,4,"","50",2019,"Med","22.5","6' 1""","170","R","R","2017 Draft Rnd 2 (LAA)","UCLA","7sIxI6ZjQjQ"
"Trevor Larnach","MIN","RF",92,4,"","50",2020,"Med","21.7","6' 4""","215","L","R","2018 Draft Rnd 1 (MIN)","Oregon State","U7sjFBR3DkI"
"Ronny Mauricio","NYM","SS",93,4,"","50",2023,"High","17.6","6' 3""","166","S","R","2017 J2 (NYM)","Dominican Republic",""
"Bubba Thompson","TEX","CF",94,3,"&uarr;","50",2022,"High","20.4","6' 2""","180","R","R","2017 Draft Rnd 1 (TEX)","McGill-Toolen HS (AL)","KipPA56WeHo"
"Kristian Robinson","ARI","CF",95,2,"","50",2023,"High","17.9","6' 3""","190","R","R","2017 J2 (ARI)","Bahamas",""
"Dylan Cease","CHW","RHP",96,8,"","50",2019,"High","22.9","6' 2""","190","R","R","2014 Draft Rnd 6 (CHC)","Milton HS (GA)","QMBKB06eigI"
"Dane Dunning","CHW","RHP",97,9,"","50",2018,"Med","23.9","6' 4""","200","R","R","2016 Draft Rnd 1 (WAS)","Florida",""
"Miguel Amaya","CHC","C",98,1,"","50",2022,"High","19.7","6' 1""","185","R","R","2015 J2 (CHC)","Panama",""
"Brusdar Graterol","MIN","RHP",99,5,"","50",2021,"High","20.2","6' 1""","180","R","R","2014 J2 (MIN)","Venezuela","5VxhHnSA2hg"
"Nate Pearson","TOR","RHP",100,4,"","50",2020,"High","22.2","6' 6""","245","R","R","2017 Draft Rnd 1 (TOR)","Central Florida JC","t_D8-uewjYw"
"Matthew Liberatore","TBR","LHP",101,7,"","50",2022,"High","19.0","6' 5""","200","L","L","2018 Draft Rnd 1 (TBR)","Mountain Ridge HS (AZ)","IayXSFEwcVU"
"Cole Winn","TEX","RHP",102,4,"","50",2021,"Med","19.0","6' 2""","195","R","R","2018 Draft Rnd 1 (TEX)","Orange Lutheran HS (CA)","JTWvLDwruWs"
"Cionel Perez","HOU","LHP",103,4,"","50",2018,"High","22.6","5' 11""","170","L","L","2016 J2 (HOU)","Cuba",""
"Kolby Allard","ATL","LHP",104,10,"","50",2019,"Med","21.2","6' 1""","175","L","L","2015 Draft Rnd 1 (ATL)","San Clemente HS (CA)","6j3g65GKpzk"
"Dennis Santana","LAD","RHP",105,4,"","50",2018,"Med","22.6","6' 2""","160","R","R","2012 J2 (LAD)","Dominican Republic",""
"Heliot Ramos","SFG","CF",106,2,"","50",2023,"High","19.2","6' 2""","185","R","R","2017 Draft Rnd 1 (SFG)","Leadership Christian HS (PR)",""
"Dustin May","LAD","RHP",107,5,"","50",2020,"High","21.2","6' 6""","180","R","R","2016 Draft Rnd 3 (LAD)","Northwest HS (TX)","xvHfqB6Fl5w"
"Aramis Ademan","CHC","SS",108,2,"","50",2020,"Med","20.2","5' 11""","160","L","R","2015 J2 (CHC)","Dominican Republic","O6qGFx-xdpQ"
"Adrian Morejon","SDP","LHP",109,9,"","50",2020,"High","19.7","5' 11""","165","R","R","2016 J2 (SDP)","Cuba","8Ckw8UO5yCg"
"Shane Baz","TBR","RHP",110,8,"","50",2022,"High","19.4","6' 3""","190","R","R","2017 Draft Rnd 1 (PIT)","Concordia Lutheran HS (TX)","-fF5OHCnb30"
"Matt Manning","DET","RHP",111,4,"","50",2022,"High","20.8","6' 6""","190","R","R","2016 Draft Rnd 1 (DET)","Sheldon HS (CA)","k-sipbEctAU"
"Josh Naylor","SDP","1B",112,10,"","50",2020,"High","21.4","5' 11""","250","L","L","2015 Draft Rnd 1 (MIA)","St. Joan of Arc HS (CAN)","N59Wtnb9Eyw"
"Joey Wentz","ATL","LHP",113,11,"","50",2020,"High","21.1","6' 5""","209","L","L","2016 Draft Rnd 1 (ATL)","Shawnee Mission East HS (MO)","xmXHVoWqXHQ"
"Franklin Perez","DET","RHP",114,5,"","50",2021,"High","20.9","6' 3""","197","R","R","2014 J2 (HOU)","Venezuela",""
"William Contreras","ATL","C",115,12,"","50",2021,"High","20.9","6' 0""","180","R","R","2014 J2 (ATL)","Venezuela",""
"Albert Abreu","NYY","RHP",116,3,"&darr;","50",2019,"High","23.1","6' 2""","175","R","R","2013 J2 (HOU)","Dominican Republic","8UBks6qnE-Q"
"Zack Burdi","CHW","RHP",117,10,"","50",2019,"High","23.7","6' 3""","210","R","R","2016 Draft Rnd 1 (CHW)","Louisville","qjlYWTBkyNQ"
"Christin Stewart","DET","DH",118,6,"","50",2019,"Med","24.9","6' 0""","205","L","R","2015 Draft Rnd 1 (DET)","Tennessee","vl86vfpaV3Y"
"Jose Siri","CIN","CF",119,6,"","50",2020,"High","23.3","6' 2""","175","R","R","2012 J2 (CIN)","Dominican Republic","O-dXckzAobc"
"Braxton Garrett","MIA","LHP",120,3,"","50",2021,"High","21.3","6' 3""","190","L","L","2016 Draft Rnd 1 (MIA)","Florence HS (AL)","m1S8r6P_0gU"
"Cole Ragans","TEX","LHP",121,5,"","50",2021,"High","20.9","6' 3""","190","L","L","2016 Draft Rnd 1 (TEX)","North Florida Christian HS (FL)","9643WDWjlw0"
"Nick Neidert","MIA","RHP",122,4,"","50",2019,"Low","22.0","6' 1""","180","R","R","2015 Draft Rnd 2 (SEA)","Peachtree Ridge HS (GA)","Hi4TiR7zIIw"
"Logan Allen","SDP","LHP",123,11,"","50",2020,"Med","21.5","6' 3""","200","R","L","2015 Draft Rnd 8 (BOS)","IMG Academy HS (FL)","vO-q9WIphiY"
"Anthony Alford","TOR","CF",124,5,"&darr;","50",2018,"High","24.3","6' 1""","215","R","R","2012 Draft Rnd 3 (TOR)","Petal HS (MS)","lU6bw7GGXcs"
"Riley Pint","COL","RHP",125,2,"","50",2021,"High","21.0","6' 4""","210","R","R","2016 Draft Rnd 1 (COL)","St. Thomas Aquinas HS (KS)","SHwmwNMieek"
"David Peterson","NYM","LHP",126,5,"","50",2019,"Med","23.2","6' 6""","240","L","L","2017 Draft Rnd 1 (NYM)","Oregon",""
"Cal Quantrill","SDP","RHP",127,12,"","50",2018,"Med","23.8","6' 3""","195","L","R","2016 Draft Rnd 1 (SDP)","Stanford","xNKf2IgKKqY"
"Sandy Alcantara","MIA","RHP",128,5,"","50",2018,"High","23.2","6' 4""","170","R","R","2013 J2 (STL)","Dominican Republic","O4yyOfElw3Y"
"Adbert Alzolay","CHC","RHP",129,3,"","50",2019,"High","23.7","6' 0""","180","R","R","2012 J2 (CHC)","Venezuela","hnS3Oz08Xc4"
"Beau Burrows","DET","RHP",130,7,"","50",2019,"Med","22.1","6' 2""","200","R","R","2015 Draft Rnd 1 (DET)","Weatherford HS (TX)","wrcFf1O63-8"
"Alec Hansen","CHW","RHP",131,11,"","50",2020,"High","24.1","6' 7""","240","R","R","2016 Draft Rnd 2 (CHW)","Oklahoma","VQzZu_90hZk"
"Anthony Banda","TBR","LHP",132,9,"","50",2019,"Med","25.3","6' 2""","190","L","L","2012 Draft Rnd 10 (MIL)","San Jacinto JC (TX)",""
"Jonathan Loaisiga","NYY","RHP",0,4,"&uarr;","45+",2018,"High","24.0","5' 11""","165","R","R","2012 J2 (NYY)","Nicaragua",""
"Akil Baddoo","MIN","CF",0,7,"&uarr;","45+",2021,"High","20.2","5' 11""","195","L","L","2016 Draft Rnd 2 (MIN)","Salem HS (GA)",""
"Luis Medina","NYY","RHP",0,5,"&darr;","45+",2022,"High","19.5","6' 1""","175","R","R","2015 J2 (NYY)","Dominican Republic","CULpv2BOf-0"
"Jay Groome","BOS","LHP",0,1,"&darr;","45+",2021,"High","20.2","6' 5""","220","L","L","2016 Draft Rnd 1 (BOS)","Barnegat HS (NJ)","2KZQaauTk3Y"
"Jeter Downs","CIN","SS",0,7,"&uarr;","45+",2021,"Med","20.3","5' 11""","180","R","R","2017 Draft Rnd 1 (CIN)","Monsignor Pace HS (FL)",""
"George Valera","CLE","LF",0,5,"&uarr;","45+",2021,"Med","18.0","6' 0""","190","L","L","2017 J2 (CLE)","Dominican Republic",""
"Tyler Stephenson","CIN","C",0,8,"&uarr;","45+",2020,"High","22.2","6' 4""","210","R","R","2015 Draft Rnd 1 (CIN)","Kennesaw Mountain HS (GA)","jbQ74U8MGvM"
"Oscar Mercado","CLE","CF",0,6,"&uarr;","45+",2019,"Med","23.9","6' 2""","175","R","R","2013 Draft Rnd 2 (STL)","Gaither HS (FL)",""
"Tony Santillan","CIN","RHP",0,9,"&uarr;","45+",2020,"High","21.6","6' 3""","240","R","R","2015 Draft Rnd 2 (CIN)","Seguin HS (TX)","JnLLIhP5nfU"
"Luis Oviedo","CLE","RHP",0,7,"&uarr;","45+",2022,"High","19.5","6' 4""","200","R","R","2015 J2 (CLE)","Venezuela",""
"Victor Victor Mesa","MIA","CF",0,6,"","45+",2020,"Med","22.3","5' 11""","185","R","R","2018 J2 (MIA)","Cuba","K7KQgt1ZsuU"
"Jorge Guzman","MIA","RHP",0,7,"&darr;","45+",2021,"High","22.8","6' 2""","182","R","R","2013 J2 (HOU)","Dominican Republic","97COg64IK0I"
"Yusniel Diaz","BAL","RF",0,1,"&uarr;","45+",2019,"Med","22.1","6' 1""","195","R","R","2015 J2 (LAD)","Cuba",""
"Ryan Mountcastle","BAL","LF",0,2,"&uarr;","45+",2019,"High","21.7","6' 3""","185","R","R","2015 Draft Rnd 1 (BAL)","Hagerty HS (FL)","Mf-E2t1dIxo"
"DL Hall","BAL","LHP",0,3,"&uarr;","45+",2020,"High","20.1","6' 0""","180","L","L","2017 Draft Rnd 1 (BAL)","Valdosta HS (GA)","uN2TRUVwjs4"
"Brett Cumberland","BAL","C",0,4,"","45+",2019,"High","23.4","6' 0""","188","S","R","2016 Draft Rnd 2 (ATL)","Cal","5G6gKGKiphs"
"MJ Melendez","KCR","C",0,2,"","45+",2022,"High","20.0","6' 1""","185","L","L","2017 Draft Rnd 2 (KCR)","Westminster Christian HS (FL)","9Ls6iGYlBsU"
"Khalil Lee","KCR","RF",0,3,"","45+",2020,"Med","20.4","5' 10""","190","L","L","2016 Draft Rnd 3 (KCR)","Flint Hill HS (VA)",""
"Brady Singer","KCR","RHP",0,4,"","45+",2020,"Low","22.3","6' 5""","180","R","R","2018 Draft Rnd 1 (KCR)","Florida","bt_UzSuYpW8"
"Mason Denaburg","WSN","RHP",0,3,"","45+",2022,"High","19.3","6' 3""","190","R","R","2018 Draft Rnd 1 (WAS)","Merritt Island HS (FL)","UE-e6imiR6U"
"Jazz Chisholm","ARI","SS",0,3,"","45+",2022,"High","20.8","5' 11""","165","L","R","2015 J2 (ARI)","Bahamas","ir2kVOIT4mE"
"Daulton Varsho","ARI","C",0,4,"","45+",2021,"High","22.4","5' 10""","190","L","R","2017 Draft Rnd 2 (ARI)","Wisconsin-Milwaukee",""
"Nick Solak","TBR","2B",0,10,"","45+",2020,"Med","23.8","5' 11""","175","R","R","2016 Draft Rnd 2 (NYY)","Louisville",""
"Justin Dunn","NYM","RHP",0,6,"","45+",2019,"High","23.1","6' 2""","210","R","R","2016 Draft Rnd 1 (NYM)","Boston College",""
"Josh Lowe","TBR","CF",0,11,"","45+",2021,"High","20.8","6' 4""","190","L","R","2016 Draft Rnd 1 (TBR)","Pope HS (GA)","0xP4kchoVfA"
"Mark Vientos","NYM","3B",0,7,"","45+",2022,"High","18.9","6' 4""","185","R","R","2017 Draft Rnd 2 (NYM)","American Heritage HS (FL)","ax1yE3rIWCs"
"Franklyn Kilome","NYM","RHP",0,8,"","45+",2019,"High","23.4","6' 6""","215","R","R","2012 J2 (PHI)","Dominican Republic","BMD8EhJwlVg"
"Adam Haseley","PHI","CF",0,4,"","45+",2019,"Med","22.6","6' 1""","195","R","R","2017 Draft Rnd 1 (PHI)","Virginia","lJlQzfoO49c"
"JoJo Romero","PHI","LHP",0,5,"&uarr;","45+",2019,"Med","22.1","5' 10""","190","L","L","2016 Draft Rnd 4 (PHI)","Yavapai JC (AZ)","JN9zStdYzJU"
"Tirso Ornelas","SDP","LF",0,13,"","45+",2021,"Med","18.7","6' 4""","180","L","R","2016 J2 (SDP)","Mexico",""
"Hudson Potts","SDP","3B",0,14,"","45+",2020,"Med","20.0","6' 3""","205","R","R","2016 Draft Rnd 1 (SDP)","Southlake Carroll (TX)","snj4NTnQVAc"
"Ryan Weathers","SDP","LHP",0,15,"","45+",2021,"Med","19.0","6' 2""","210","R","L","2018 Draft Rnd 1 (SDP)","Loretto HS (TN)","_NYKyhaRURs"
"Yadier Alvarez","LAD","RHP",0,6,"&darr;","45+",2020,"High","22.7","6' 3""","175","R","R","2015 J2 (LAD)","Cuba","GPeREXyoEzQ"
